project_code,title,description,state,district,constituency,block_or_taluk,village_or_ward,latitude,longitude,mp_name,mp_house,sector,status,sanction_date,expected_completion_date,actual_completion_date,agency_id,agency_name,agency_type,sanctioned_amount,released_amount,expenditure_amount,unspent_balance,financial_progress_pct,physical_progress_pct,output_unit,physical_quantity,cost_per_unit,archetype,data_attribution
MPLAD-WE-DAR-01070,Construction of modern cremation shed with solar lighting and water facility at Mirik,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Mirik. Implemented by Public Works Department (Div-1) for public benefit in Mirik, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Mirik,27.062354,88.325463,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-09-14,2026-09-05,,AGY-PWD-DAR,Public Works Department (Div-1),Line Department,12470000,11846500.0,11472400.0,374100.0,92.0,77.3,community_hall,3.5,3562857.14,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01455,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Betma","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Betma. Implemented by Gram Panchayat Development Committee for public benefit in Betma, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Betma,22.789426,75.938621,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-05-27,2024-11-26,,AGY-PRI-IND,Gram Panchayat Development Committee,Panchayati Raj,1950000,1830661.63,1759714.41,70947.22,90.2,14.7,classroom_block,1.6,1218750.0,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01411,Paving of interlocking paver block street in Magadi Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Magadi Ward 4. Implemented by Shree Balaji Civic Builders for public benefit in Magadi, Bengaluru Rural. (Contains specialized premium design parameters and expedited specifications).",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Magadi,13.295211,77.583918,C. N. Manjunath,Lok Sabha,Roads & Pathways,IN_PROGRESS,2023-11-10,2024-08-08,,AGY-CONTR-103-BEN,Shree Balaji Civic Builders,Registered Contractor,13960000,12564000.0,10679400.0,1884600.0,76.5,89.6,kilometer,1.4,9971428.57,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01358,Construction of gabion flood protection retaining wall along vulnerable bank in Mhow,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Mhow. Implemented by District Rural Development Agency for public benefit in Mhow, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Mhow,22.737954,75.943115,Shankar Lalwani,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-02-10,2025-02-04,,AGY-DRDA-IND,District Rural Development Agency,Line Department,3640000,3239600.0,2620800.0,618800.0,72.0,84.7,check_dam,2.1,1733333.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01102,Rejuvenation of traditional percolation tank and public drinking well at Sukhiapokhri,"Administrative sanction under MPLADS for: Rejuvenation of traditional percolation tank and public drinking well at Sukhiapokhri. Implemented by Public Works Department (Div-1) for public benefit in Sukhiapokhri, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Sukhiapokhri,26.990164,88.232828,Raju Bista,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-04-16,2026-02-05,,AGY-PWD-DAR,Public Works Department (Div-1),Line Department,340000,309400.0,268600.0,40800.0,79.0,89.0,water_installation,1.1,309090.91,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01182,Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Doddaballapura,"Administrative sanction under MPLADS for: Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Doddaballapura. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.175917,77.579252,C. N. Manjunath,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-12-12,2025-08-13,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,9510000,8273700.0,6371700.0,1902000.0,67.0,88.5,community_hall,2.2,4322727.27,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01302,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Hatod,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Hatod. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.664336,75.939664,Shankar Lalwani,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-04-06,2027-04-03,,AGY-CONTR-101-IND,Vanguard Infra Projects Pvt Ltd,Registered Contractor,5390000,1509200.0,1293600.0,215600.0,24.0,26.8,check_dam,2.9,1858620.69,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01287,"Construction of modern girls toilet block and sanitation facility at Primary School, Hosakote","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Hosakote. Implemented by Shree Balaji Civic Builders for public benefit in Hosakote, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Hosakote,13.327153,77.488323,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-02-04,2024-12-06,,AGY-CONTR-103-BEN,Shree Balaji Civic Builders,Registered Contractor,6360000,6296400.0,5342400.0,954000.0,84.0,86.1,classroom_block,3.7,1718918.92,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01215,Development of Rural Sports Playground with boundary wall and athletic track at Doddaballapura,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Doddaballapura. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.12736,77.415729,C. N. Manjunath,Lok Sabha,Community Infrastructure,IN_PROGRESS,2026-01-15,2026-10-31,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,15810000,9169800.0,7905000.0,1264800.0,50.0,66.0,community_hall,4.2,3764285.71,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01511,Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Amer,"Administrative sanction under MPLADS for: Construction of Multi-Purpose Community Hall and Cultural Center for public gatherings at Amer. Implemented by Zilla Parishad Engineering Cell for public benefit in Amer, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Amer,26.971555,75.902585,Manju Sharma,Lok Sabha,Community Infrastructure,STALLED,2022-12-25,2023-10-21,,AGY-ZP-JAI,Zilla Parishad Engineering Cell,Panchayati Raj,15100000,10570000.0,8984500.0,1585500.0,59.5,36.4,community_hall,3.6,4194444.44,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01011,Development of Rural Sports Playground with boundary wall and athletic track at Kalimpong,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Kalimpong. Implemented by Zilla Parishad Engineering Cell for public benefit in Kalimpong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kalimpong,27.141655,88.331399,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-12-03,2025-08-14,,AGY-ZP-DAR,Zilla Parishad Engineering Cell,Panchayati Raj,4940000,4890600.0,4544800.0,345800.0,92.0,98.3,community_hall,1.3,3800000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01159,Construction of Community Sanitary Complex with biological septic filtration in Kinathukadavu,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Kinathukadavu. Implemented by Zilla Parishad Engineering Cell for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,11.00378,77.039592,Ganapathi P. Rajkumar,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-08-15,2025-02-26,,AGY-ZP-COI,Zilla Parishad Engineering Cell,Panchayati Raj,5940000,4811400.0,4395600.0,415800.0,74.0,82.9,facility_center,1.7000000000000002,3494117.65,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01304,Construction of Community Sanitary Complex with biological septic filtration in Shivpur,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Shivpur. Implemented by Apex Engineering & Construction Syndicate for public benefit in Shivpur, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Shivpur,25.336696,83.052977,Narendra Modi,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-06-27,2025-04-28,,AGY-CONTR-102-VAR,Apex Engineering & Construction Syndicate,Registered Contractor,5150000,4532000.0,3862500.0,669500.0,75.0,88.7,facility_center,1.6,3218750.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01534,"Paving and laying of cement concrete road with drainage near Panchayat Hall to Village Entry, Bakhtiarpur","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Danapur. Implemented by Public Works Department (Div-1) for public benefit in Danapur, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Bakhtiarpur,25.665258,85.057725,Ravi Shankar Prasad,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-07-29,2025-03-09,,AGY-PWD-PAT,Public Works Department (Div-1),Line Department,5330000,2528400.0,2322600.0,205800.0,79.0,82.0,classroom_block,2.0,2665000.0,DUPLICATE_PAIR,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01453,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Shivajinagar","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Shivajinagar. Implemented by Zilla Parishad Engineering Cell for public benefit in Shivajinagar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Shivajinagar,18.625505,73.783608,Murlidhar Mohol,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-11-30,2026-09-27,,AGY-ZP-PUN,Zilla Parishad Engineering Cell,Panchayati Raj,7380000,6964738.33,6580692.16,384046.17,89.2,6.3,classroom_block,4.9,1506122.45,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01504,Laying of piped drinking water distribution network for scheduled caste colony in Shivpur,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Shivpur. Implemented by Shree Balaji Civic Builders for public benefit in Shivpur, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Shivpur,25.325963,83.009027,Narendra Modi,Lok Sabha,Drinking Water Supply,STALLED,2022-12-09,2023-10-05,,AGY-CONTR-103-VAR,Shree Balaji Civic Builders,Registered Contractor,1460000,1022000.0,868700.0,153300.0,59.5,28.3,water_installation,4.7,310638.3,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01438,Bituminous macadam surfacing of rural connectivity pathway near Mirik main square,"Administrative sanction under MPLADS for: Bituminous macadam surfacing of rural connectivity pathway near Mirik main square. Implemented by Shree Balaji Civic Builders for public benefit in Mirik, Darjeeling. (Contains specialized premium design parameters and expedited specifications).",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Mirik,27.124342,88.244514,Raju Bista,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-05-25,2026-04-17,,AGY-CONTR-103-DAR,Shree Balaji Civic Builders,Registered Contractor,29990000,26991000.0,22942350.0,4048650.0,76.5,92.2,kilometer,2.4,12495833.33,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01226,"Setting up of automated diagnostic lab unit at Community Health Centre, Manchar","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Manchar. Implemented by Public Works Department (Div-1) for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.497887,73.985304,Murlidhar Mohol,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-10-01,2025-07-18,,AGY-PWD-PUN,Public Works Department (Div-1),Line Department,6100000,5368000.0,4880000.0,488000.0,80.0,82.4,facility_center,2.2,2772727.27,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01307,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Haveli,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Haveli. Implemented by District Rural Development Agency for public benefit in Haveli, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Haveli,18.640951,73.760441,Murlidhar Mohol,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-04-26,2027-02-11,,AGY-DRDA-PUN,District Rural Development Agency,Line Department,7090000,1914300.0,1701600.0,212700.0,24.0,30.2,check_dam,4.0,1772500.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01433,"Construction of modern girls toilet block and sanitation facility at Primary School, Nelamangala","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Nelamangala. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Nelamangala, Bengaluru Rural. (Contains specialized premium design parameters and expedited specifications).",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Nelamangala,13.312509,77.599592,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-10-23,2026-04-21,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,14030000,12627000.0,10732950.0,1894050.0,76.5,91.0,classroom_block,3.2,4384375.0,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01544,Construction of Check Dam across local seasonal stream for groundwater recharge at Baramati,"Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Baramati. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Baramati, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Baramati,18.453488,73.95379,Murlidhar Mohol,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-12-11,2025-07-26,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,6240000,6052800.0,4555200.0,1497600.0,73.0,98.7,check_dam,3.5,1782857.14,AGENCY_MONOPOLY,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01550,Upgradation of link road and culvert bridging at Manchar,"Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Manchar. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.625741,73.940758,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-04-06,2026-01-13,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,3900000,3549000.0,3081000.0,468000.0,79.0,90.1,kilometer,1.3,3000000.0,AGENCY_MONOPOLY,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01203,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Devanahalli","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Devanahalli. Implemented by Public Works Department (Div-1) for public benefit in Devanahalli, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.344111,77.406872,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-06-11,2025-02-05,,AGY-PWD-BEN,Public Works Department (Div-1),Line Department,4080000,3304800.0,2570400.0,734400.0,63.0,91.7,classroom_block,2.4,1700000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01476,Construction of Cement Concrete (CC) Road with side drains from Khadakwasla to Shirur,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Khadakwasla to Shirur. Implemented by Zilla Parishad Engineering Cell for public benefit in Khadakwasla, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Khadakwasla,18.467076,73.796444,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-05-16,2026-02-16,,AGY-ZP-PUN,Zilla Parishad Engineering Cell,Panchayati Raj,12150000,10937177.9,10766040.74,171137.16,88.6,18.3,kilometer,4.9,2479591.84,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01036,"Construction of modern girls toilet block and sanitation facility at Primary School, Doddaballapura","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Doddaballapura. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.166614,77.660035,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-08-07,2026-03-12,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,4210000,3662700.0,2862800.0,799900.0,68.0,95.4,classroom_block,3.2,1315625.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01280,Construction of Community Sanitary Complex with biological septic filtration in Sewapuri,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Sewapuri. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Sewapuri, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Sewapuri,25.270805,83.024835,Narendra Modi,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-03-08,2024-09-10,,AGY-JAL-VAR,State Rural Water Supply & Sanitation Board,Line Department,5570000,5291500.0,5013000.0,278500.0,90.0,88.8,facility_center,1.8,3094444.44,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01338,Setting up of Community RO Water Purification Plant with distribution kiosk at Sulur,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Sulur. Implemented by District Rural Development Agency for public benefit in Sulur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Sulur,11.044299,76.916952,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-02-20,2025-09-19,,AGY-DRDA-COI,District Rural Development Agency,Line Department,1070000,973700.0,845300.0,128400.0,79.0,95.4,water_installation,2.5,428000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
